partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source
P19438,P28799,,,"IMEx,InnateDB-All,MINT",
P19438,P48023,,,"I2D,InnateDB-All",
P19875,P25024,,,I2D,
P19875,P25025,CXCL2_HUMAN,CXCR2_HUMAN,curated,PMID:24218476
P19875,P27487,CXCL2_HUMAN,DPP4_HUMAN,curated,PMID:24218476
P19876,P25024,,,I2D,
P19876,P25025,CXCL3_HUMAN,CXCR2_HUMAN,curated,PMID:24218476
P20333,P28799,,,"IMEx,InnateDB-All,MINT",
P20366,P21452,TKN1_HUMAN,NK2R_HUMAN,curated,uniprot;reactome
P20366,P25103,TKN1_HUMAN,NK1R_HUMAN,curated,uniprot;reactome
P20382,Q969V1,MCH_HUMAN,MCHR2_HUMAN,curated,reactome
P20382,Q99705,MCH_HUMAN,MCHR1_HUMAN,curated,reactome
P20396,P34981,TRH_HUMAN,TRFR_HUMAN,curated,uniprot;HMRbase;reactome
P20594,P23582,,,guidetopharmacology.org,
P20783,Q16288,NTF3_HUMAN,NTRK3_HUMAN,curated,uniprot
P20783,Q16620,NTF3_HUMAN,NTRK2_HUMAN,curated,uniprot
P20800,P25101,,,guidetopharmacology.org,
P20827,P21709,EFNA1_HUMAN,EPHA1_HUMAN,curated,PMID:15114347
P20827,P29317,EFNA1_HUMAN,EPHA2_HUMAN,curated,PMID:15114347
P20827,P29320,EFNA1_HUMAN,EPHA3_HUMAN,curated,PMID:15114347
P20827,P29322,EFNA1_HUMAN,EPHA8_HUMAN,curated,PMID:15114347
P20827,P54756,EFNA1_HUMAN,EPHA5_HUMAN,curated,PMID:15114347
P20827,P54764,EFNA1_HUMAN,EPHA4_HUMAN,curated,PMID:15114347
P20827,Q15375,EFNA1_HUMAN,EPHA7_HUMAN,curated,PMID:15114347
P20849,integrin_a10b1_complex,CO9A1_HUMAN,,curated,uniprot
P20849,integrin_a11b1_complex,CO9A1_HUMAN,,curated,uniprot
P20849,integrin_a1b1_complex,CO9A1_HUMAN,,curated,uniprot
P20849,integrin_a2b1_complex,CO9A1_HUMAN,,curated,uniprot
P20908,integrin_a10b1_complex,CO5A1_HUMAN,,curated,uniprot
P20908,integrin_a11b1_complex,CO5A1_HUMAN,,curated,uniprot
P20908,integrin_a1b1_complex,CO5A1_HUMAN,,curated,uniprot
P20908,integrin_a2b1_complex,CO5A1_HUMAN,,curated,uniprot
P21246,P23471,PTN_HUMAN,PTPRZ_HUMAN,curated,PMID:25644401
P21246,Q13332,,,"I2D,IMEx,InnateDB-All,IntAct",
P21246,Q9UM73,PTN_HUMAN,ALK_HUMAN,curated,uniprot
P21462,Q96LR4,TAFA4_HUMAN,FPR1_HUMAN,curated,uniprot
P21709,P52797,EFNA3_HUMAN,EPHA1_HUMAN,curated,PMID:15114347
P21709,P52798,EFNA4_HUMAN,EPHA1_HUMAN,curated,PMID:15114347
P21709,P52803,EFNA5_HUMAN,EPHA1_HUMAN,curated,PMID:15114347
P21728,SerotoninDopamin_byDDC,,DRD1_HUMAN,curated,uniprot;reactome
P21730,P39019,,,guidetopharmacology.org,
P21731,Q9UBU3,,,InnateDB-All,
P21731,ThromboxaneA2_byTBXAS1,,TA2R_HUMAN,curated,HMRbase;uniprot;reactome
P21741,P23471,MK_HUMAN,PTPRZ_HUMAN,curated,PMID:10212223
P21741,Q07954,,,"I2D,InnateDB-All",
P21741,Q92673,,,InnateDB-All,
P21741,Q9UM73,MK_HUMAN,ALK_HUMAN,curated,uniprot
P21781,P21802,FGF7_HUMAN,FGFR2_HUMAN,curated,reactome;PMID:25772309
P21781,P22607,,,I2D,
P21802,P22607,,,"IMEx,InnateDB-All",
P21802,P31371,,,"I2D,InnateDB-All",
P21802,P54764,,,"I2D,InnateDB-All",
P21802,P55075,,,"I2D,IMEx,InnateDB-All,IntAct",
P21802,Q01151,,,InnateDB-All,
P21802,Q15223,,,InnateDB-All,
P21802,Q15256,,,InnateDB-All,
P21802,Q9GZV9,,,"I2D,IMEx,InnateDB-All,IntAct",
P21802,Q9HCT0,FGF22_HUMAN,FGFR2_HUMAN,curated,reactome;PMID:25772309
P21802,Q9UBH6,,,InnateDB-All,
P21854,Q92854,SEM4D_HUMAN,CD72_HUMAN,curated,PMID:22325954
P21860,P35070,BTC_HUMAN,ERBB3_HUMAN,curated,uniprot
P21860,Q02297,NRG1_HUMAN,ERBB3_HUMAN,curated,uniprot
P21917,SerotoninDopamin_byDDC,,DRD4_HUMAN,curated,uniprot;reactome
P21918,SerotoninDopamin_byDDC,,DRD5_HUMAN,curated,uniprot;reactome
P22223,P22223,CADH3_HUMAN,CADH3_HUMAN,curated,uniprot
P22362,P51685,CCL1_HUMAN,CCR8_HUMAN,curated,PMID:24218476
P22607,P31371,FGF9_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309
P22607,P54764,,,"I2D,InnateDB-All",
P22607,P55075,FGF8_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:27458533;PMID:25772309
P22607,Q15223,,,InnateDB-All,
P22607,Q9GZV9,,,I2D,
P22607,Q9NP95,FGF20_HUMAN,FGFR3_HUMAN,curated,uniprot;reactome;PMID:25772309
P22888,glyco_Lutropin,,LSHR_HUMAN,curated,reactome
P23416,Q92520,,,InnateDB-All,
P23510,P43489,TNFL4_HUMAN,TNR4_HUMAN,curated,uniprot
P23560,Q16620,BDNF_HUMAN,NTRK2_HUMAN,curated,uniprot
P23560,Q8TDT2,,,"IMEx,IntAct",
P23560,Q99523,BDNF_HUMAN,SORT_HUMAN,curated,uniprot
P23560,Q9Y624,,,"IMEx,InnateDB-All,IntAct",
P24821,integrin_a4b1_complex,TENA_HUMAN,,curated,uniprot
P24821,integrin_a8b1_complex,TENA_HUMAN,,curated,uniprot
P24821,integrin_a9b1_complex,TENA_HUMAN,,curated,uniprot
P24821,integrin_aVb3_complex,TENA_HUMAN,,curated,uniprot
P24821,integrin_aVb6_complex,TENA_HUMAN,,curated,uniprot
P25024,P42830,CXCL5_HUMAN,CXCR1_HUMAN,curated,PMID:24218476
P25024,P54577,,,guidetopharmacology.org,
P25024,P80162,CXCL6_HUMAN,CXCR1_HUMAN,curated,PMID:24218476
P25025,P42830,CXCL5_HUMAN,CXCR2_HUMAN,curated,PMID:24218476
P25025,P80162,CXCL6_HUMAN,CXCR2_HUMAN,curated,PMID:24218476
P25067,integrin_a10b1_complex,CO8A2_HUMAN,,curated,uniprot
P25067,integrin_a11b1_complex,CO8A2_HUMAN,,curated,uniprot
P25067,integrin_a1b1_complex,CO8A2_HUMAN,,curated,uniprot
P25067,integrin_a2b1_complex,CO8A2_HUMAN,,curated,uniprot
P25089,Q8IVG9,HUNIN_HUMAN,FPR3_HUMAN,curated,reactome
P25089,Q9NRV9,HEBP1_HUMAN,FPR3_HUMAN,curated,reactome
P25090,P49913,,,guidetopharmacology.org,
P25090,P55773,CCL23_HUMAN,FPR2_HUMAN,curated,reactome
P25090,Q7Z5A7,TAFA5_HUMAN,FPR2_HUMAN,curated,uniprot
P25090,Q8IVG9,HUNIN_HUMAN,FPR2_HUMAN,curated,reactome
P25092,Q02747,,,guidetopharmacology.org,
P25092,Q16661,,,guidetopharmacology.org,
P25106,P48061,,,guidetopharmacology.org,
P25445,P48023,TNFL6_HUMAN,TNR6_HUMAN,curated,uniprot
P25940,integrin_a10b1_complex,CO5A3_HUMAN,,curated,uniprot
P25940,integrin_a11b1_complex,CO5A3_HUMAN,,curated,uniprot
P25940,integrin_a1b1_complex,CO5A3_HUMAN,,curated,uniprot
P25940,integrin_a2b1_complex,CO5A3_HUMAN,,curated,uniprot
P25942,P29965,CD40L_HUMAN,TNR5_HUMAN,curated,Reviewed_in_PMID:23602662
P25942,P51460,,,I2D,
P25942,Q9Y275,,,"I2D,InnateDB",
P26842,P32970,CD70_HUMAN,CD27_HUMAN,curated,activating_interaction_for_NK_and_T_cells._uniprot_&_PMID:26697006
P26927,Q04912,HGFL_HUMAN,RON_HUMAN,curated,PMID:23792360
P27037,P55103,INHBC_HUMAN,AVR2A_HUMAN,curated,PMID:22710174
P27037,P58166,INHBE_HUMAN,AVR2A_HUMAN,curated,PMID:22710174
P27487,P48061,SDF1_HUMAN,DPP4_HUMAN,curated,PMID:24218476
P27487,P51671,CCL11_HUMAN,DPP4_HUMAN,curated,PMID:24218476
P27487,Q07325,CXCL9_HUMAN,DPP4_HUMAN,curated,PMID:24218476
P27539,Q13639,,,"IMEx,MINT",
P27658,integrin_a10b1_complex,CO8A1_HUMAN,,curated,uniprot
P27658,integrin_a11b1_complex,CO8A1_HUMAN,,curated,uniprot
P27658,integrin_a1b1_complex,CO8A1_HUMAN,,curated,uniprot
P27658,integrin_a2b1_complex,CO8A1_HUMAN,,curated,uniprot
P28221,SerotoninDopamin_byDDC,,5HT1D_HUMAN,curated,uniprot;reactome
P28222,SerotoninDopamin_byDDC,,5HT1B_HUMAN,curated,uniprot;reactome
P28223,SerotoninDopamin_byDDC,,5HT2A_HUMAN,curated,HMRbase;uniprot;reactome
P28335,SerotoninDopamin_byDDC,,5HT2C_HUMAN,curated,HMRbase;uniprot;reactome
P28566,SerotoninDopamin_byDDC,,5HT1E_HUMAN,curated,uniprot;reactome
P28799,Q99523,,,"IMEx,InnateDB-All,MINT",
P28799,Q9H2X3,,,InnateDB-All,
P28908,P32971,TNFL8_HUMAN,TNR8_HUMAN,curated,uniprot
P29274,P43490,,,"I2D,IMEx,InnateDB-All,MINT",
P29274,P49961,AA2AR_HUMAN,ENTP1_HUMAN,curated,uniprot
P29275,P49961,AA2BR_HUMAN,ENTP1_HUMAN,curated,uniprot
P29317,P52797,EFNA3_HUMAN,EPHA2_HUMAN,curated,PMID:15114347
P29317,P52798,EFNA4_HUMAN,EPHA2_HUMAN,curated,PMID:15114347
P29317,P52803,EFNA5_HUMAN,EPHA2_HUMAN,curated,PMID:15114347
P29320,P52797,EFNA3_HUMAN,EPHA3_HUMAN,curated,PMID:15114347
P29320,P52798,EFNA4_HUMAN,EPHA3_HUMAN,curated,PMID:15114347
P29320,P52803,EFNA5_HUMAN,EPHA3_HUMAN,curated,PMID:15114347
P29322,P52797,EFNA3_HUMAN,EPHA8_HUMAN,curated,PMID:15114347
P29322,P52798,EFNA4_HUMAN,EPHA8_HUMAN,curated,PMID:15114347
P29322,P52803,EFNA5_HUMAN,EPHA8_HUMAN,curated,PMID:15114347
P29323,P52799,EFNB2_HUMAN,EPHB2_HUMAN,curated,PMID:15114347
P29323,P52803,EFNA5_HUMAN,EPHB2_HUMAN,curated,PMID:15107857;PMID:15114347
P29323,P98172,EFNB1_HUMAN,EPHB2_HUMAN,curated,PMID:15114347
P29323,Q15768,EFNB3_HUMAN,EPHB2_HUMAN,curated,PMID:15114347
P29371,Q9UHF0,TKNK_HUMAN,NK3R_HUMAN,curated,uniprot;reactome
P29400,integrin_a10b1_complex,CO4A5_HUMAN,,curated,uniprot
P29400,integrin_a11b1_complex,CO4A5_HUMAN,,curated,uniprot
P29400,integrin_a1b1_complex,CO4A5_HUMAN,,curated,uniprot
P29400,integrin_a2b1_complex,CO4A5_HUMAN,,curated,uniprot
P29965,integrin_a2Bb3_complex,CD40L_HUMAN,,curated,PMID:11875495
P29965,integrin_a5b1_complex,CD40L_HUMAN,,curated,PMC3365732
P30203,Q13740,CD166_HUMAN,CD6_HUMAN,curated,Reviewed_in_PMID:23602662
P30511,P43629,HLAF_HUMAN,KI3L1_HUMAN,curated,PMID:27455421
P30511,P43630,HLAF_HUMAN,KI3L2_HUMAN,curated,PMID:27455421
P30511,Q14943,HLAF_HUMAN,KI3S1_HUMAN,curated,PMID:27455421
P30511,Q8N423,HLAF_HUMAN,LIRB2_HUMAN,curated,PMID:11169396
P30511,Q8NHL6,HLAF_HUMAN,LIRB1_HUMAN,curated,PMID:11169396
P30530,Q14393,GAS6_HUMAN,UFO_HUMAN,curated,uniprot
P30533,Q99523,AMRP_HUMAN,SORT_HUMAN,curated,uniprot
P30542,P49961,AA1R_HUMAN,ENTP1_HUMAN,curated,uniprot
P30872,P61278,SMS_HUMAN,SSR1_HUMAN,curated,uniprot;HMRbase;reactome
P30874,P61278,SMS_HUMAN,SSR2_HUMAN,curated,uniprot;HMRbase;reactome
P30939,SerotoninDopamin_byDDC,,5HT1F_HUMAN,curated,uniprot;reactome
P30968,Q6X4W1,NSMF_HUMAN,GNRHR_HUMAN,curated,uniprot;HMRbase
P30989,P30990,,,guidetopharmacology.org,
P30990,Q99523,NEUT_HUMAN,SORT_HUMAN,curated,uniprot
P31358,Q96LC7,CD52_HUMAN,SIG10_HUMAN,curated,PMID:23685786
P31391,P61278,SMS_HUMAN,SSR4_HUMAN,curated,uniprot;HMRbase;reactome
P31997,P40199,CEAM8_HUMAN,CEAM6_HUMAN,curated,PMID:11590190
P32004,P32004,L1CAM_HUMAN,L1CAM_HUMAN,curated,PMID:18701456
P32004,integrin_a2Bb3_complex,L1CAM_HUMAN,,curated,reactome
P32004,integrin_a5b1_complex,L1CAM_HUMAN,,curated,PMC2120661
P32004,integrin_a9b1_complex,L1CAM_HUMAN,,curated,reactome
P32004,integrin_aVb1_complex,L1CAM_HUMAN,,curated,reactome
P32004,integrin_aVb3_complex,L1CAM_HUMAN,,curated,PMID:9396761
P32004,pL1:Ezrin,L1CAM_HUMAN,,curated,reactome
P32246,P55773,CCL23_HUMAN,CCR1_HUMAN,curated,PMID:24218476
P32246,P55774,,,guidetopharmacology.org,
P32246,P80075,CCL8_HUMAN,CCR1_HUMAN,curated,PMID:24218476
P32246,P80098,CCL7_HUMAN,CCR1_HUMAN,curated,PMID:24218476
P32246,Q16627,CCL14_HUMAN,CCR1_HUMAN,curated,PMID:24218476
P32246,Q16663,CCL15_HUMAN,CCR1_HUMAN,curated,uniprot
P32246,Q99616,,,guidetopharmacology.org,
P32246,Q9Y258,CCL26_HUMAN,CCR1_HUMAN,curated,PMID:24218476
P32248,Q99731,CCL19_HUMAN,CCR7_HUMAN,curated,PMID:24218476
P32745,P61278,SMS_HUMAN,SSR3_HUMAN,curated,uniprot;HMRbase;reactome
P32881,Q8TDT2,,,"IMEx,IntAct",
P32881,Type_I_IFNR,IFNA8_HUMAN,,curated,uniprot
P32942,Q9H2X3,ICAM3_HUMAN,CLC4M_HUMAN,curated,PMID:15795245
P32942,Q9NNX6,ICAM3_HUMAN,CD209_HUMAN,curated,PMID:15795245
P32942,integrin_aDb2_complex,ICAM3_HUMAN,,curated,uniprot
P32942,integrin_aLb2_complex,ICAM3_HUMAN,,curated,uniprot
P32970,Q02223,,,InnateDB-All,
P32970,Q9NZH0,,,InnateDB-All,
P33151,P33151,CADH5_HUMAN,CADH5_HUMAN,curated,uniprot
P33681,Q9NZQ7,PD1L1_HUMAN,CD80_HUMAN,curated,PMID:17629517;PMID:18585785;PMC3168865
P34130,Q16620,NTF4_HUMAN,NTRK2_HUMAN,curated,uniprot
P34820,Q03405,,,InnateDB-All,
P34969,SerotoninDopamin_byDDC,,5HT7R_HUMAN,curated,uniprot;reactome
P34972,Q15848,,,"IMEx,IntAct",
P34995,ProstaglandinE2_byPTGES,,PE2R1_HUMAN,curated,HMRbase;reactome;uniprot
P34995,ProstaglandinE2_byPTGES2,,PE2R1_HUMAN,curated,HMRbase;reactome;uniprot
P34995,ProstaglandinE2_byPTGES3,,PE2R1_HUMAN,curated,HMRbase;reactome;uniprot
P34998,P55089,UCN1_HUMAN,CRFR1_HUMAN,curated,uniprot;reactome
P35070,Q15303,BTC_HUMAN,ERBB4_HUMAN,curated,uniprot
P35225,Q14627,IL13_HUMAN,I13R2_HUMAN,curated,PMID:26471366
P35225,Q86XT9,,,"IMEx,IntAct",
P35318,Q96LB1,,,guidetopharmacology.org,
P35318,RAMP3_complex,ADML_HUMAN,,curated,uniprot
P35346,P61278,SMS_HUMAN,SSR5_HUMAN,curated,uniprot;HMRbase;reactome
P35408,ProstaglandinE2_byPTGES,,PE2R4_HUMAN,curated,HMRbase;uniprot
P35408,ProstaglandinE2_byPTGES2,,PE2R4_HUMAN,curated,HMRbase;uniprot
P35408,ProstaglandinE2_byPTGES3,,PE2R4_HUMAN,curated,HMRbase;uniprot
P35414,Q9ULZ1,APEL_HUMAN,APJ_HUMAN,curated,uniprot
P35462,SerotoninDopamin_byDDC,,DRD3_HUMAN,curated,uniprot;reactome
P35555,integrin_a5b1_complex,FBN1_HUMAN,,curated,uniprot
P35613,P62937,PPIA_HUMAN,BASI_HUMAN,curated,reactome
P35916,P49767,VEGFC_HUMAN,VGFR3_HUMAN,curated,uniprot
P35916,Q9NRA1,,,guidetopharmacology.org,
P35968,P49767,VEGFC_HUMAN,VGFR2_HUMAN,curated,uniprot
P36544,P55000,,,"IMEx,InnateDB-All,UniProt",
P36888,P49771,FLT3L_HUMAN,FLT3_HUMAN,curated,uniprot
P36941,Q06643,TNFC_HUMAN,TNR3_HUMAN,curated,uniprot
P37231,P51671,,,InnateDB,
P39059,integrin_a10b1_complex,COFA1_HUMAN,,curated,uniprot
P39059,integrin_a11b1_complex,COFA1_HUMAN,,curated,uniprot
P39059,integrin_a1b1_complex,COFA1_HUMAN,,curated,uniprot
P39059,integrin_a2b1_complex,COFA1_HUMAN,,curated,uniprot
P39060,integrin_a10b1_complex,COIA1_HUMAN,,curated,uniprot
P39060,integrin_a11b1_complex,COIA1_HUMAN,,curated,uniprot
P39060,integrin_a1b1_complex,COIA1_HUMAN,,curated,uniprot
P39060,integrin_a2b1_complex,COIA1_HUMAN,,curated,uniprot
P39905,RET_receptor_1,GDNF_HUMAN,,curated,uniprot
P40199,P40199,CEAM6_HUMAN,CEAM6_HUMAN,curated,PMID:11590190
P40200,Q15223,TACT_HUMAN,PVRL1_HUMAN,curated,PMID:17971293
P40225,P40238,TPO_HUMAN,TPOR_HUMAN,curated,uniprot
P41146,Q13519,PNOC_HUMAN,OPRX_HUMAN,curated,uniprot;reactome
P41159,P48357,LEP_HUMAN,LEPR_HUMAN,curated,uniprot
P41217,Q8TD46,OX2G_HUMAN,MO2R1_HUMAN,curated,PMID:22020332;also_called_CD200_CD200R
P41221,Q01973,WNT5A_HUMAN,ROR1_HUMAN,curated,uniprot;PMID:27162350
P41221,Q01974,WNT5A_HUMAN,ROR2_HUMAN,curated,uniprot;reactome
P41221,Q15262,,,InnateDB-All,
P41221,Q15375,,,InnateDB-All,
P41221,Q5T4F7,WNT5A_HUMAN,SFRP5_HUMAN,curated,PMID:12775774
P41221,Q6FHJ7,WNT5A_HUMAN,SFRP4_HUMAN,curated,PMID:12775774
P41221,Q8N474,WNT5A_HUMAN,SFRP1_HUMAN,curated,PMID:12775774
P41221,Q92765,WNT5A_HUMAN,SFRP3_HUMAN,curated,PMID:12775774
P41221,Q96HF1,WNT5A_HUMAN,SFRP2_HUMAN,curated,PMID:12775774
P41221,Q9H6X2,,,InnateDB-All,
P41221,Q9Y5W5,WNT5A_HUMAN,WIF1_HUMAN,curated,PMID:12775774
P41273,Q07011,TNFL9_HUMAN,TNR9_HUMAN,curated,uniprot
P41273,Q14627,,,InnateDB-All,
P41273,Q8IZF4,,,InnateDB-All,
P41595,SerotoninDopamin_byDDC,,5HT2B_HUMAN,curated,uniprot;reactome
P41597,P51671,,,guidetopharmacology.org,
P41597,P80075,CCL8_HUMAN,CCR2_HUMAN,curated,PMID:24218476
P41597,P80098,CCL7_HUMAN,CCR2_HUMAN,curated,PMID:24218476
P41597,Q99616,CCL13_HUMAN,CCR2_HUMAN,curated,PMID:24218476
P41597,Q9Y258,CCL26_HUMAN,CCR2_HUMAN,curated,PMID:24218476
P42127,Q01726,ASIP_HUMAN,MSHR_HUMAN,curated,uniprot
P42830,Q16570,,,I2D,
P43088,ProstaglandinF2a_byAKR1B1,,PF2R_HUMAN,curated,HMRbase;uniprot;reactome
P43088,ProstaglandinF2a_byCBR1,,PF2R_HUMAN,curated,HMRbase;uniprot;reactome
P43088,ProstaglandinF2a_byPRXL2B,,PF2R_HUMAN,curated,HMRbase;uniprot;reactome
P43115,ProstaglandinE2_byPTGES,,PE2R3_HUMAN,curated,HMRbase;uniprot
P43115,ProstaglandinE2_byPTGES2,,PE2R3_HUMAN,curated,HMRbase;uniprot
P43115,ProstaglandinE2_byPTGES3,,PE2R3_HUMAN,curated,HMRbase;uniprot
P43115,Q9UBU3,,,InnateDB-All,
P43116,ProstaglandinE2_byPTGES,,PE2R2_HUMAN,curated,HMRbase;uniprot
P43116,ProstaglandinE2_byPTGES2,,PE2R2_HUMAN,curated,HMRbase;uniprot
P43116,ProstaglandinE2_byPTGES3,,PE2R2_HUMAN,curated,HMRbase;uniprot
P43119,Prostacyclin_byPTGIS,,PI2R_HUMAN,curated,HMRbase;uniprot;reactome
P43119,Q9UBU3,,,InnateDB-All,
P43490,Q14627,,,InnateDB-All,
P43490,Q15077,,,"IMEx,IntAct",
P43628,Q07325,,,"IMEx,IntAct",
P43628,Q92520,,,"IMEx,IntAct",
P46091,Q7Z5A9,TAFA1_HUMAN,GPR1_HUMAN,curated,uniprot
P46091,Q99969,RARR2_HUMAN,GPR1_HUMAN,curated,uniprot
P46092,P80098,,,I2D,
P46092,Q9NRJ3,CCL28_HUMAN,CCR10_HUMAN,curated,uniprot
P46092,Q9Y4X3,CCL27_HUMAN,CCR10_HUMAN,curated,PMID:24218476
P46094,P47992,XCL1_HUMAN,XCR1_HUMAN,curated,PMID:24218476
P46094,Q9UBD3,XCL2_HUMAN,XCR1_HUMAN,curated,uniprot
P46098,SerotoninDopamin_byDDC,,5HT3A_HUMAN,curated,HMRbase;uniprot
P46531,P48745,,,"I2D,InnateDB-All",
P46531,P56705,,,I2D,
P46531,P78504,JAG1_HUMAN,NOTC1_HUMAN,curated,PMID:22353464
P46531,P80370,DLK1_HUMAN,NOTC1_HUMAN,curated,PMID:22353464
P46531,Q12860,CNTN1_HUMAN,NOTC1_HUMAN,curated,uniprot;PMID:14567914
P46531,Q9NR61,DLL4_HUMAN,NOTC1_HUMAN,curated,PMID:22353464
P46531,Q9NYJ7,DLL3_HUMAN,NOTC1_HUMAN,curated,PMID:22353464
P46531,Q9Y219,JAG2_HUMAN,NOTC1_HUMAN,curated,PMID:22353464
P47898,SerotoninDopamin_byDDC,,5HT5A_HUMAN,curated,HMRbase;uniprot;reactome
P47992,Q8WXG9,,,InnateDB-All,
P48061,P49682,,,guidetopharmacology.org,
P48061,P61073,SDF1_HUMAN,CXCR4_HUMAN,curated,PMID:24218476
P48145,Q8N729,NPW_HUMAN,NPBW1_HUMAN,curated,uniprot;reactome
P48145,Q8NG41,NPB_HUMAN,NPBW1_HUMAN,curated,uniprot;reactome
P48146,Q8N729,NPW_HUMAN,NPBW2_HUMAN,curated,uniprot;reactome
P48146,Q8NG41,NPB_HUMAN,NPBW2_HUMAN,curated,uniprot;reactome
P48357,Q96LR4,,,InnateDB-All,
P48645,Q9GZQ4,NMU_HUMAN,NMUR2_HUMAN,curated,uniprot
P48645,Q9HB89,NMU_HUMAN,NMUR1_HUMAN,curated,uniprot
P49190,Q96A98,TIP39_HUMAN,PTH2R_HUMAN,curated,uniprot;reactome
P49238,P78423,X3CL1_HUMAN,CX3C1_HUMAN,curated,PMID:24218476
P49286,P53621,,,"I2D,IMEx,InnateDB-All,IntAct",
P49682,P78556,,,guidetopharmacology.org,
P49682,Q07325,CXCL9_HUMAN,CXCR3_HUMAN,curated,PMID:24218476
P49682,Q99731,,,guidetopharmacology.org,
P49683,P81277,PRRP_HUMAN,PRLHR_HUMAN,curated,uniprot;HMRbase;reactome
P49685,Q6UWK7,GP15L_HUMAN,GPR15_HUMAN,curated,uniprot
P50406,SerotoninDopamin_byDDC,,5HT6R_HUMAN,curated,uniprot;reactome
P50591,Q13546,,,InnateDB-All,
P50591,Q9UBN6,TNF10_HUMAN,TR10D_HUMAN,curated,uniprot
P51460,Q8WXD0,INSL3_HUMAN,RXFP2_HUMAN,curated,uniprot;reactome
P51460,Q9HBX9,,,guidetopharmacology.org,
P51671,P51677,CCL11_HUMAN,CCR3_HUMAN,curated,PMID:24218476
P51671,Q9NPB9,,,I2D,
P51677,P80075,CCL8_HUMAN,CCR3_HUMAN,curated,PMID:24218476
P51677,P80098,CCL7_HUMAN,CCR3_HUMAN,curated,PMID:24218476
P51677,Q16627,CCL14_HUMAN,CCR3_HUMAN,curated,PMID:24218476
P51677,Q16663,CCL15_HUMAN,CCR3_HUMAN,curated,uniprot
P51677,Q99616,CCL13_HUMAN,CCR3_HUMAN,curated,PMID:24218476
P51677,Q9NRJ3,,,guidetopharmacology.org,
P51677,Q9Y258,CCL26_HUMAN,CCR3_HUMAN,curated,PMID:24218476
P51679,Q92583,CCL17_HUMAN,CCR4_HUMAN,curated,PMID:24218476
P51681,P80075,CCL8_HUMAN,CCR5_HUMAN,curated,PMID:24218476
P51681,P80098,CCL7_HUMAN,CCR5_HUMAN,curated,PMID:24218476
P51684,P78556,CCL20_HUMAN,CCR6_HUMAN,curated,PMID:24218476
P51685,P55774,CCL18_HUMAN,CCR8_HUMAN,curated,PMID:24218476
P52797,P54756,EFNA3_HUMAN,EPHA5_HUMAN,curated,PMID:15114347
P52797,P54764,EFNA3_HUMAN,EPHA4_HUMAN,curated,PMID:15114347
P52797,Q15375,EFNA3_HUMAN,EPHA7_HUMAN,curated,PMID:15114347
P52798,P54756,EFNA4_HUMAN,EPHA5_HUMAN,curated,PMID:15114347
P52798,P54764,EFNA4_HUMAN,EPHA4_HUMAN,curated,PMID:15114347
P52798,Q15375,EFNA4_HUMAN,EPHA7_HUMAN,curated,PMID:15114347
P52799,P54753,EFNB2_HUMAN,EPHB3_HUMAN,curated,PMID:15114347
P52799,P54760,EFNB2_HUMAN,EPHB4_HUMAN,curated,PMID:15114347
P52799,P54762,EFNB2_HUMAN,EPHB1_HUMAN,curated,PMID:15114347
P52799,P54764,EFNB2_HUMAN,EPHA4_HUMAN,curated,PMID:15114347
P52803,P54756,EFNA5_HUMAN,EPHA5_HUMAN,curated,PMID:15114347
P52803,P54764,EFNA5_HUMAN,EPHA4_HUMAN,curated,PMID:15114347
P52803,Q15375,EFNA5_HUMAN,EPHA7_HUMAN,curated,PMID:15114347
P53420,integrin_a10b1_complex,CO4A4_HUMAN,,curated,uniprot
P53420,integrin_a11b1_complex,CO4A4_HUMAN,,curated,uniprot
P53420,integrin_a1b1_complex,CO4A4_HUMAN,,curated,uniprot
P53420,integrin_a2b1_complex,CO4A4_HUMAN,,curated,uniprot
P53621,Q15077,,,"IMEx,IntAct",
P53621,Q99523,,,"IMEx,InnateDB-All,IntAct,MatrixDB",
P54753,P98172,EFNB1_HUMAN,EPHB3_HUMAN,curated,PMID:15114347
P54753,Q15768,EFNB3_HUMAN,EPHB3_HUMAN,curated,PMID:15114347
P54760,P98172,EFNB1_HUMAN,EPHB4_HUMAN,curated,PMID:15114347
P54760,Q15768,EFNB3_HUMAN,EPHB4_HUMAN,curated,PMID:15114347
P54762,P98172,EFNB1_HUMAN,EPHB1_HUMAN,curated,PMID:15114347
P54762,Q15768,EFNB3_HUMAN,EPHB1_HUMAN,curated,PMID:15114347
P54764,P98172,EFNB1_HUMAN,EPHA4_HUMAN,curated,PMID:15114347
P54764,Q15768,EFNB3_HUMAN,EPHA4_HUMAN,curated,PMID:15114347
P55089,Q13324,UCN1_HUMAN,CRFR2_HUMAN,curated,uniprot;reactome
P55103,Q13705,INHBC_HUMAN,AVR2B_HUMAN,curated,PMID:22710174
P55285,P55285,CADH6_HUMAN,CADH6_HUMAN,curated,uniprot
P56703,Q5T4F7,WNT3_HUMAN,SFRP5_HUMAN,curated,PMID:12775774
P56703,Q6FHJ7,WNT3_HUMAN,SFRP4_HUMAN,curated,PMID:12775774
P56703,Q8N474,WNT3_HUMAN,SFRP1_HUMAN,curated,PMID:12775774
